Time (s),Volume (cm3),ethane(1),methane(2),CH3(3),C2H5(4),H(5),H2(8),C2H4(9),C2H3(14),C3H7(16),C4H9(17),C2H2(20),C4H7(25),C4H6(26),C2H2(28),C4H5(32),C4H7(40),C4H6(63),C4H6(79)
3.25E-4,1.571896,0.2804669,0.01658671,1.264756E-4,1.795513E-4,3.694325E-5,0.3563349,0.3288723,1.063307E-5,1.176047E-7,3.556752E-8,0.01648256,1.210802E-7,8.547107E-4,9.512083E-9,1.959349E-8,9.74425E-6,3.615949E-5,2.021658E-6
3.3E-4,1.576129,0.2772316,0.0167209,1.255321E-4,1.787834E-4,3.671088E-5,0.3579995,0.3300396,1.070421E-5,1.171417E-7,3.554111E-8,0.01673134,1.226884E-7,8.759016E-4,9.655655E-9,2.002038E-8,9.90895E-6,3.709396E-5,2.071782E-6
3.35E-4,1.580302,0.2740621,0.01685352,1.246037E-4,1.7802E-4,3.648257E-5,0.3596318,0.3311762,1.077399E-5,1.166758E-7,3.551121E-8,0.01697887,1.242778E-7,8.971595E-4,9.798507E-9,2.044706E-8,1.007239E-5,3.803187E-5,2.122064E-6
3.4E-4,1.584417,0.2709564,0.01698462,1.2369E-4,1.77261E-4,3.625818E-5,0.3612327,0.3322828,1.084243E-5,1.162073E-7,3.547799E-8,0.01722517,1.258484E-7,9.184799E-4,9.940641E-9,2.087346E-8,1.023455E-5,3.897301E-5,2.172495E-6
3.45E-4,1.588474,0.2679128,0.01711422,1.227906E-4,1.765067E-4,3.60376E-5,0.3628032,0.3333607,1.090957E-5,1.157365E-7,3.54416E-8,0.01747022,1.274005E-7,9.398584E-4,1.008206E-8,2.12995E-8,1.039542E-5,3.991716E-5,2.223062E-6
3.5E-4,1.592475,0.2649292,0.01724235,1.219053E-4,1.75757E-4,3.582071E-5,0.3643441,0.3344105,1.097544E-5,1.152639E-7,3.54022E-8,0.01771404,1.289341E-7,9.612908E-4,1.022277E-8,2.172511E-8,1.0555E-5,4.086414E-5,2.273758E-6
3.55E-4,1.596422,0.262004,0.01736905,1.210336E-4,1.750119E-4,3.56074E-5,0.3658564,0.3354333,1.104006E-5,1.147897E-7,3.535994E-8,0.01795664,1.304494E-7,9.827729E-4,1.036278E-8,2.215024E-8,1.071328E-5,4.181373E-5,2.324571E-6
3.6E-4,1.600315,0.2591354,0.01749435,1.201752E-4,1.742715E-4,3.539757E-5,0.3673409,0.3364298,1.110346E-5,1.143142E-7,3.531496E-8,0.01819803,1.319465E-7,0.001004301,1.050208E-8,2.257482E-8,1.087025E-5,4.276576E-5,2.375492E-6
3.65E-4,1.604155,0.2563218,0.01761827,1.193298E-4,1.735358E-4,3.519113E-5,0.3687983,0.3374008,1.116567E-5,1.138377E-7,3.526738E-8,0.0184382,1.334257E-7,0.001025871,1.064068E-8,2.299879E-8,1.10259E-5,4.372004E-5,2.426512E-6
3.7E-4,1.607944,0.2535617,0.01774085,1.184971E-4,1.728049E-4,3.498796E-5,0.3702294,0.3383472,1.122673E-5,1.133604E-7,3.521734E-8,0.01867717,1.348869E-7,0.001047479,1.07786E-8,2.342209E-8,1.118023E-5,4.467639E-5,2.477623E-6
3.75E-4,1.611683,0.2508535,0.01786211,1.176767E-4,1.720787E-4,3.478798E-5,0.371635,0.3392697,1.128664E-5,1.128825E-7,3.516495E-8,0.01891495,1.363305E-7,0.001069121,1.091582E-8,2.384468E-8,1.133323E-5,4.563464E-5,2.528816E-6
3.8E-4,1.615373,0.2481958,0.01798208,1.168685E-4,1.713572E-4,3.459111E-5,0.3730157,0.340169,1.134544E-5,1.124044E-7,3.511034E-8,0.01915154,1.377565E-7,0.001090795,1.105235E-8,2.42665E-8,1.148491E-5,4.659463E-5,2.580083E-6
3.85E-4,1.619015,0.2455872,0.01810078,1.160721E-4,1.706405E-4,3.439725E-5,0.3743722,0.3410457,1.140316E-5,1.119261E-7,3.505361E-8,0.01938695,1.391652E-7,0.001112497,1.118821E-8,2.468751E-8,1.163526E-5,4.755619E-5,2.631415E-6
3.9E-4,1.622609,0.2430264,0.01821823,1.152872E-4,1.699286E-4,3.420633E-5,0.3757052,0.3419005,1.145981E-5,1.114479E-7,3.499486E-8,0.01962119,1.405566E-7,0.001134223,1.132339E-8,2.510765E-8,1.178427E-5,4.851918E-5,2.682806E-6
3.95E-4,1.626158,0.240512,0.01833447,1.145136E-4,1.692214E-4,3.401827E-5,0.3770154,0.3427341,1.151541E-5,1.1097E-7,3.49342E-8,0.01985426,1.419309E-7,0.001155971,1.145789E-8,2.552688E-8,1.193196E-5,4.948343E-5,2.734247E-6
4.0E-4,1.629661,0.2380429,0.01844952,1.137511E-4,1.68519E-4,3.383299E-5,0.3783032,0.3435471,1.157E-5,1.104925E-7,3.487172E-8,0.02008618,1.432883E-7,0.001177737,1.159173E-8,2.594516E-8,1.207831E-5,5.044881E-5,2.785732E-6
4.05E-4,1.633119,0.2356178,0.0185634,1.129993E-4,1.678214E-4,3.365042E-5,0.3795693,0.3443401,1.162359E-5,1.100156E-7,3.480751E-8,0.02031695,1.44629E-7,0.001199519,1.172491E-8,2.636245E-8,1.222333E-5,5.141518E-5,2.837253E-6
4.1E-4,1.636535,0.2332355,0.01867612,1.12258E-4,1.671285E-4,3.347049E-5,0.3808144,0.3451136,1.16762E-5,1.095395E-7,3.474166E-8,0.02054658,1.45953E-7,0.001221313,1.185743E-8,2.677871E-8,1.236702E-5,5.238239E-5,2.888805E-6
4.15E-4,1.639907,0.230895,0.01878772,1.115271E-4,1.664403E-4,3.329313E-5,0.3820388,0.3458681,1.172785E-5,1.090642E-7,3.467426E-8,0.02077508,1.472607E-7,0.001243117,1.198929E-8,2.71939E-8,1.250939E-5,5.335033E-5,2.94038E-6
4.2E-4,1.643238,0.2285952,0.01889821,1.108063E-4,1.657568E-4,3.311828E-5,0.3832431,0.3466043,1.177857E-5,1.085899E-7,3.460538E-8,0.02100245,1.485521E-7,0.001264929,1.212051E-8,2.7608E-8,1.265042E-5,5.431885E-5,2.991971E-6
4.25E-4,1.646528,0.226335,0.01900761,1.100953E-4,1.650781E-4,3.294588E-5,0.3844279,0.3473226,1.182837E-5,1.081168E-7,3.45351E-8,0.02122871,1.498274E-7,0.001286745,1.225108E-8,2.802095E-8,1.279014E-5,5.528785E-5,3.043574E-6
4.3E-4,1.649778,0.2241134,0.01911595,1.09394E-4,1.64404E-4,3.277586E-5,0.3855936,0.3480235,1.187727E-5,1.076449E-7,3.446349E-8,0.02145385,1.510867E-7,0.001308563,1.238102E-8,2.843274E-8,1.292853E-5,5.62572E-5,3.095183E-6
4.35E-4,1.652989,0.2219295,0.01922323,1.087022E-4,1.637347E-4,3.260817E-5,0.3867407,0.3487075,1.192529E-5,1.071743E-7,3.439063E-8,0.0216779,1.523303E-7,0.001330381,1.251031E-8,2.884334E-8,1.306561E-5,5.722678E-5,3.14679E-6
4.4E-4,1.656161,0.2197823,0.01932949,1.080196E-4,1.630699E-4,3.244276E-5,0.3878697,0.349375,1.197244E-5,1.067052E-7,3.431657E-8,0.02190086,1.535583E-7,0.001352197,1.263898E-8,2.92527E-8,1.320137E-5,5.819649E-5,3.198392E-6
4.45E-4,1.659294,0.217671,0.01943474,1.073461E-4,1.624098E-4,3.227956E-5,0.3889809,0.3500264,1.201875E-5,1.062376E-7,3.424139E-8,0.02212273,1.547709E-7,0.001374008,1.276702E-8,2.966082E-8,1.333583E-5,5.916622E-5,3.249983E-6
4.5E-4,1.662391,0.2155946,0.01953899,1.066815E-4,1.617543E-4,3.211853E-5,0.3900749,0.3506623,1.206423E-5,1.057717E-7,3.416514E-8,0.02234353,1.559681E-7,0.001395811,1.289445E-8,3.006765E-8,1.346899E-5,6.013587E-5,3.301557E-6
4.55E-4,1.665451,0.2135522,0.01964227,1.060256E-4,1.611034E-4,3.195961E-5,0.391152,0.351283,1.21089E-5,1.053074E-7,3.408789E-8,0.02256325,1.571503E-7,0.001417606,1.302125E-8,3.047318E-8,1.360085E-5,6.110533E-5,3.35311E-6
4.6E-4,1.668476,0.2115432,0.01974458,1.053782E-4,1.60457E-4,3.180276E-5,0.3922127,0.3518889,1.215277E-5,1.048449E-7,3.400968E-8,0.02278192,1.583175E-7,0.00143939,1.314744E-8,3.087738E-8,1.373142E-5,6.20745E-5,3.404637E-6
4.65E-4,1.671465,0.2095666,0.01984595,1.047391E-4,1.598151E-4,3.164794E-5,0.3932572,0.3524804,1.219586E-5,1.043843E-7,3.393058E-8,0.02299954,1.5947E-7,0.001461161,1.327303E-8,3.128023E-8,1.38607E-5,6.304331E-5,3.456133E-6
4.7E-4,1.67442,0.2076218,0.0199464,1.041082E-4,1.591778E-4,3.149509E-5,0.3942861,0.3530578,1.223818E-5,1.039255E-7,3.385063E-8,0.02321611,1.606078E-7,0.001482917,1.339801E-8,3.168171E-8,1.398871E-5,6.401165E-5,3.507594E-6
4.75E-4,1.67734,0.2057079,0.02004593,1.034854E-4,1.585449E-4,3.134417E-5,0.3952996,0.3536216,1.227975E-5,1.034687E-7,3.376988E-8,0.02343165,1.617311E-7,0.001504657,1.35224E-8,3.20818E-8,1.411544E-5,6.497943E-5,3.559016E-6
4.8E-4,1.680228,0.2038243,0.02014456,1.028704E-4,1.579165E-4,3.119514E-5,0.3962981,0.3541721,1.232058E-5,1.030139E-7,3.368838E-8,0.02364615,1.628401E-7,0.001526378,1.364619E-8,3.248048E-8,1.42409E-5,6.594659E-5,3.610395E-6
4.85E-4,1.683082,0.2019702,0.02024232,1.022632E-4,1.572925E-4,3.104796E-5,0.3972819,0.3547095,1.236069E-5,1.025612E-7,3.360618E-8,0.02385964,1.63935E-7,0.001548079,1.37694E-8,3.287773E-8,1.436511E-5,6.691302E-5,3.661725E-6
4.9E-4,1.685905,0.2001451,0.0203392,1.016635E-4,1.566728E-4,3.090258E-5,0.3982514,0.3552343,1.240009E-5,1.021106E-7,3.352332E-8,0.02407212,1.650159E-7,0.001569758,1.389202E-8,3.327354E-8,1.448807E-5,6.787865E-5,3.713005E-6
4.95E-4,1.688696,0.1983481,0.02043523,1.010712E-4,1.560575E-4,3.075898E-5,0.399207,0.3557468,1.24388E-5,1.016622E-7,3.343984E-8,0.02428359,1.66083E-7,0.001591414,1.401406E-8,3.366788E-8,1.460978E-5,6.884342E-5,3.764229E-6
5.0E-4,1.691455,0.1965788,0.02053042,1.004862E-4,1.554466E-4,3.06171E-5,0.4001488,0.3562472,1.247682E-5,1.012159E-7,3.335578E-8,0.02449406,1.671364E-7,0.001613045,1.413552E-8,3.406074E-8,1.473025E-5,6.980723E-5,3.815394E-6
