Time (s),dln[ethane(1)]/dln[k1]: CH3(3)+CH3(3)=ethane(1),dln[ethane(1)]/dln[k2]: CH3(3)+ethane(1)=C2H5(4)+methane(2),dln[ethane(1)]/dln[k3]: H(5)+C2H5(4)=ethane(1),dln[ethane(1)]/dln[k4]: CH3(3)+H(5)=methane(2),dln[ethane(1)]/dln[k5]: H(5)+C2H4(9)=C2H5(4),dln[ethane(1)]/dln[k6]: CH3(3)+C2H5(4)=C2H4(9)+methane(2),dln[ethane(1)]/dln[k7]: C2H5(4)+C2H5(4)=C2H4(9)+ethane(1),dln[ethane(1)]/dln[k8]: H(5)+ethane(1)=C2H5(4)+H2(8),dln[ethane(1)]/dln[k9]: H(5)+methane(2)=CH3(3)+H2(8),dln[ethane(1)]/dln[k10]: H(5)+C2H5(4)=H2(8)+C2H4(9),dln[ethane(1)]/dln[k12]: H(5)+C2H3(14)=C2H4(9),dln[ethane(1)]/dln[k13]: C2H3(14)+methane(2)=CH3(3)+C2H4(9),dln[ethane(1)]/dln[k15]: H(5)+C2H4(9)=H2(8)+C2H3(14),dln[ethane(1)]/dln[k16]: C2H5(4)+C2H3(14)=C2H4(9)+C2H4(9),dln[ethane(1)]/dln[k17]: H(5)+C2H2(20)=C2H3(14),dln[ethane(1)]/dln[k18]: CH3(3)+C2H3(14)=C2H2(20)+methane(2),dln[ethane(1)]/dln[k19]: C2H5(4)+C2H3(14)=C2H2(20)+ethane(1),dln[ethane(1)]/dln[k21]: H(5)+C2H3(14)=H2(8)+C2H2(20),dln[ethane(1)]/dln[k34]: C4H7(40)+C2H5(4)=C4H6(26)+ethane(1)
3.45E-4,-0.2128677,-0.1676013,0.1815144,0.1914772,-0.07412816,0.02136274,0.04122121,-0.6836748,-0.06600666,0.01922167,0.007451307,-0.0313524,-0.007997368,0.0,-0.003932231,0.001331585,0.002457273,0.002748219,0.001054472
3.5E-4,-0.21441,-0.1674721,0.1825639,0.1921414,-0.07398801,0.02149815,0.04157581,-0.6884086,-0.0666351,0.01932732,0.00757002,-0.03165994,-0.008097031,0.0,-0.003966183,0.001353742,0.002503798,0.002792035,0.001085836
3.55E-4,-0.2159381,-0.1673359,0.1835983,0.1927926,-0.07384671,0.02163145,0.04192612,-0.6930872,-0.06725478,0.01943134,0.007688502,-0.0319635,-0.008195765,0.0,-0.003999682,0.001375854,0.002550342,0.002835767,0.001117516
3.6E-4,-0.217452,-0.1671929,0.1846178,0.1934314,-0.07370437,0.02176268,0.04227221,-0.6977118,-0.06786584,0.01953374,0.007806747,-0.03226315,-0.008293581,0.0,-0.004032735,0.001397919,0.002596899,0.002879413,0.001149503
3.65E-4,-0.2189522,-0.1670436,0.1856228,0.1940579,-0.07356108,0.02189188,0.04261414,-0.7022834,-0.06846843,0.01963459,0.007924752,-0.03255895,-0.008390491,0.0,-0.00406535,0.001419936,0.002643466,0.002922972,0.001181793
3.7E-4,-0.2204388,-0.1668881,0.1866137,0.1946725,-0.07341691,0.02201909,0.042952,-0.7068031,-0.06906268,0.0197339,0.008042514,-0.03285095,-0.008486505,0.0,-0.004097535,0.001441904,0.002690039,0.002966443,0.001214378
3.75E-4,-0.2219122,-0.1667269,0.1875908,0.1952756,-0.07327197,0.02214437,0.04328584,-0.7112721,-0.06964871,0.01983172,0.008160029,-0.03313921,-0.008581636,0.0,-0.004129297,0.001463822,0.002736612,0.003009825,0.001247252
3.8E-4,-0.2233725,-0.1665601,0.1885543,0.1958675,-0.07312631,0.02226774,0.04361574,-0.7156913,-0.07022666,0.01992807,0.008277295,-0.03342379,-0.008675896,0.0,-0.004160645,0.00148569,0.002783184,0.003053116,0.001280409
3.85E-4,-0.2248201,-0.1663881,0.1895046,0.1964484,-0.07298001,0.02238925,0.04394175,-0.7200616,-0.07079666,0.020023,0.008394308,-0.03370475,-0.008769296,0.0,-0.004191585,0.001507505,0.002829749,0.003096315,0.001313843
3.9E-4,-0.2262551,-0.1662111,0.1904419,0.1970186,-0.07283313,0.02250894,0.04426395,-0.7243842,-0.07135882,0.02011653,0.008511065,-0.03398213,-0.008861847,0.0,-0.004222124,0.001529269,0.002876304,0.003139421,0.001347548
3.95E-4,-0.2276778,-0.1660294,0.1913666,0.1975785,-0.07268575,0.02262683,0.04458239,-0.7286597,-0.07191326,0.02020869,0.008627564,-0.034256,-0.008953562,0.0,-0.004252269,0.001550979,0.002922846,0.003182433,0.001381517
4.0E-4,-0.2290884,-0.1658431,0.1922789,0.1981282,-0.07253791,0.02274298,0.04489712,-0.7328893,-0.07246011,0.02029951,0.008743801,-0.0345264,-0.009044452,0.0,-0.004282027,0.001572634,0.002969372,0.003225351,0.001415746
4.05E-4,-0.230487,-0.1656526,0.193179,0.198668,-0.07238968,0.02285741,0.04520822,-0.7370736,-0.07299948,0.02038901,0.008859775,-0.03479339,-0.009134528,0.0,-0.004311405,0.001594235,0.003015878,0.003268173,0.001450227
4.1E-4,-0.231874,-0.165458,0.1940672,0.1991982,-0.0722411,0.02297015,0.04551574,-0.7412136,-0.07353149,0.02047724,0.008975483,-0.03505701,-0.009223803,0.001012099,-0.004340408,0.001615781,0.00306236,0.003310897,0.001484955
4.15E-4,-0.2332495,-0.1652595,0.1949438,0.199719,-0.07209223,0.02308125,0.04581973,-0.74531,-0.07405624,0.0205642,0.009090923,-0.03531732,-0.009312287,0.001027118,-0.004369043,0.00163727,0.003108817,0.003353525,0.001519925
4.2E-4,-0.2346136,-0.1650573,0.1958089,0.2002306,-0.0719431,0.02319072,0.04612024,-0.7493637,-0.07457385,0.02064993,0.009206092,-0.03557437,-0.009399993,0.001042117,-0.004397317,0.001658702,0.003155244,0.003396054,0.001555131
4.25E-4,-0.2359666,-0.1648516,0.1966629,0.2007332,-0.07179378,0.0232986,0.04641734,-0.7533754,-0.07508443,0.02073446,0.009320989,-0.03582819,-0.009486931,0.001057097,-0.004425234,0.001680077,0.00320164,0.003438483,0.001590567
4.3E-4,-0.2373087,-0.1646426,0.1975058,0.2012271,-0.07164428,0.02340493,0.04671107,-0.7573457,-0.07558807,0.0208178,0.009435611,-0.03607885,-0.009573114,0.001072055,-0.004452801,0.001701394,0.003248001,0.003480813,0.001626228
4.35E-4,-0.23864,-0.1644304,0.198338,0.2017124,-0.07149467,0.02350972,0.04700148,-0.7612756,-0.07608489,0.02089997,0.009549957,-0.03632638,-0.009658551,0.001086993,-0.004480024,0.001722652,0.003294324,0.003523042,0.001662109
4.4E-4,-0.2399606,-0.1642152,0.1991597,0.2021894,-0.07134496,0.02361301,0.04728862,-0.7651655,-0.07657498,0.02098101,0.009664025,-0.03657083,-0.009743255,0.001101908,-0.004506907,0.001743852,0.003340608,0.00356517,0.001698204
4.45E-4,-0.2412709,-0.1639971,0.1999709,0.2026582,-0.0711952,0.02371483,0.04757254,-0.7690163,-0.07705844,0.02106093,0.009777812,-0.03681224,-0.009827237,0.001116799,-0.004533457,0.001764992,0.00338685,0.003607196,0.001734508
4.5E-4,-0.2425708,-0.1637763,0.200772,0.203119,-0.07104541,0.0238152,0.04785329,-0.7728285,-0.07753538,0.02113976,0.009891319,-0.03705066,-0.009910507,0.001131667,-0.004559678,0.001786071,0.003433047,0.003649119,0.001771016
4.55E-4,-0.2438607,-0.163553,0.2015631,0.203572,-0.07089563,0.02391414,0.04813092,-0.7766027,-0.07800588,0.02121751,0.01000454,-0.03728612,-0.009993077,0.00114651,-0.004585576,0.001807091,0.003479197,0.00369094,0.001807723
4.6E-4,-0.2451405,-0.1633272,0.2023444,0.2040173,-0.07074589,0.02401169,0.04840546,-0.7803397,-0.07847004,0.0212942,0.01011748,-0.03751868,-0.01007496,0.001161328,-0.004611155,0.00182805,0.003525297,0.003732656,0.001844624
4.65E-4,-0.2464105,-0.1630991,0.2031161,0.2044552,-0.07059621,0.02410787,0.04867697,-0.78404,-0.07892795,0.02136985,0.01023013,-0.03774837,-0.01015616,0.00117612,-0.004636421,0.001848947,0.003571346,0.003774268,0.001881714
4.7E-4,-0.2476709,-0.1628688,0.2038783,0.2048857,-0.07044662,0.0242027,0.04894548,-0.7877042,-0.07937971,0.02144449,0.0103425,-0.03797523,-0.01023669,0.001190885,-0.004661379,0.001869783,0.003617342,0.003815775,0.001918989
4.75E-4,-0.2489216,-0.1626364,0.2046312,0.2053091,-0.07029715,0.02429621,0.04921105,-0.7913328,-0.07982539,0.02151812,0.01045457,-0.03819929,-0.01031657,0.001205622,-0.004686033,0.001890557,0.003663282,0.003857177,0.001956442
4.8E-4,-0.250163,-0.162402,0.205375,0.2057254,-0.0701478,0.02438841,0.0494737,-0.7949264,-0.08026509,0.02159078,0.01056636,-0.03842061,-0.01039579,0.001220332,-0.004710387,0.001911269,0.003709164,0.003898474,0.00199407
4.85E-4,-0.2513951,-0.1621658,0.2061098,0.2061349,-0.06999862,0.02447933,0.04973349,-0.7984856,-0.0806989,0.02166246,0.01067786,-0.03863922,-0.01047439,0.001235013,-0.004734446,0.001931919,0.003754987,0.003939664,0.002031868
4.9E-4,-0.252618,-0.1619278,0.2068359,0.2065376,-0.06984961,0.02456899,0.04999044,-0.8020108,-0.08112689,0.0217332,0.01078906,-0.03885515,-0.01055235,0.001249665,-0.004758216,0.001952505,0.003800748,0.003980747,0.002069832
4.95E-4,-0.2538319,-0.1616881,0.2075532,0.2069337,-0.06970079,0.02465742,0.05024461,-0.8055025,-0.08154915,0.02180301,0.01089997,-0.03906844,-0.0106297,0.001264288,-0.004781698,0.001973029,0.003846446,0.004021723,0.002107957
5.0E-4,-0.2550369,-0.1614469,0.208262,0.2073233,-0.06955219,0.02474463,0.05049602,-0.8089614,-0.08196575,0.02187189,0.01101059,-0.03927912,-0.01070644,0.00127888,-0.0048049,0.001993489,0.00389208,0.004062592,0.002146238
