CH3-3-PXC6H10	[CH2]CCC(C)C=C	! Confirmed by Anonymous
CH3TXcC6H10	C[C]1CCCCC1	! Confirmed by Anonymous
SAXcC6H9	[CH]1C=CCCC1	! Confirmed by Anonymous
SXC7H13	C=CCCC[CH]C	! Confirmed by Anonymous
CH3-2-SXC6H12	C[CH]CCC(C)C	! Confirmed by Anonymous
PXC3H6-3-1C6H11	[CH2]CCC(C=C)CCC	! Confirmed by Anonymous
PX9-4C9H17	[CH2]CCCC=CCCC	! Confirmed by Anonymous
C8H14-13	C=CC=CCCCC	! Confirmed by Anonymous
CH3-2-PXC6H10	[CH2]CCCC(=C)C	! Confirmed by Anonymous
SAXcC6H7	[CH]1C=CCC=C1	! Confirmed by Anonymous
S3XC7H13	C=CC[CH]CCC	! Confirmed by Anonymous
SAXC7H13	C=C[CH]CCCC	! Confirmed by Anonymous
C3H7-2-PXC6H10	[CH2]CCCC(=C)CCC	! Confirmed by Anonymous
PX1-3C8H15	[CH2]CC=CCCCC	! Confirmed by Anonymous
PXC2H4-2-1C6H11	[CH2]CC(=C)CCCC	! Confirmed by Anonymous
PXC2H4-2-1C4H7	[CH2]CC(=C)CC	! Confirmed by Anonymous
C3H7-3-TAX1C7H13	C=C[C](CCC)CCCC	! Confirmed by Anonymous
SAX5-3C9H17	CCC=C[CH]CCCC	! Confirmed by Anonymous
SAX6-4C9H17	CCC[CH]C=CCCC	! Confirmed by Anonymous
C3H7-3-TAX1C6H10	C=C[C](CCC)CCC	! Confirmed by Anonymous
PX8-3C8H15	[CH2]CCCC=CCC	! Confirmed by Anonymous

cC6H8-13	C1C=CCCC=1	! Confirmed by Anonymous
C2H5-2-SAX1C6H10	[CH2]C(=CCCC)CC	! Confirmed by Anonymous
CH3-2-SAXC6H10	[CH2]C(C)=CCCC	! Confirmed by Anonymous
C6H10-12	C=C=CCCC	! Confirmed by Anonymous
CH2-3-1C6H10	C=CC(=C)CCC	! Confirmed by Anonymous
CH2-3-1C7H12	C=CC(=C)CCCC	! Confirmed by Anonymous
C2H3-2-1C4H7	C=CC(=C)CC	! Confirmed by Anonymous
C2H5-3-TAX1C6H10	C=C[C](CC)CCC	! Confirmed by Anonymous
CH3-2-1C6H11	C=C(C)CCCC	! Confirmed by Anonymous
PXC2H4-2-1C5H9	[CH2]CC(=C)CCC	! Confirmed by Anonymous

CH2-3-1C5H8     C=CC(=C)CC
SAX4-5C10H19    CCC[C]=CCCCCC
C5H8-12         C=C=CCC

SAXC4H8-2-1C6H11	[CH2]C(=CCCC)CCCC	! Confirmed by Anonymous
C3H7-2-SAXC6H10	[CH2]C(=CCCC)CCC	! Confirmed by Anonymous
SAXC10H19	C=C[CH]CCCCCCC	! Confirmed by Anonymous
SAXC9H17	C=C[CH]CCCCCC	! Confirmed by Anonymous
SAXC8H15	C=C[CH]CCCCC	! Confirmed by Anonymous
C2H5-2-SAX1C5H9	[CH2]C(=CCC)CC	! Confirmed by Anonymous




SOOcC6O	[O]OC1CCCCC1[O]	! structure identified by name, although thermo significantly mismatches GAV
C2H5cC6H10OO	CCC1CCC(CC1)O[O]	! Uncertain of structure - not enough data to decide
CH3cC6H10OO	CC1CCC(CC1)O[O]	! Uncertain of structure - not enough data to decide
C4H9cC6H10OO	CCCCC1CCC(CC1)O[O]	! Uncertain of structure - not enough data to decide
C2H5cC6H9OOH	CCC1C[CH]C(CC1)OO	! Confirmed by Anonymous

C2H5-2-C4H513   C=C(CC)C=C
C4H9cC6H9OOH	CCCCC1C[CH]C(CC1)OO	! Confirmed by Anonymous
CH3cC6H9OOH	CC1C[CH]C(CC1)OO	! Confirmed by Anonymous
C3H7cC6H10OO	CCCC1CCC(CC1)O[O]	! Not enough info to determine functional group position (ortho/para/meta)

CH3-2-1C5H9     C=C(C)CCC
CH3-2-1C4H7     C=C(C)CC
C3H7cC6H9OOH    C1C(CCC)[CH]CC(OO)C1    ! not enough info to determine structure



CH3cC6H9O3      C1(C)CC([O])CC(O[O])C1     ! not enough info to determine structure 
C2H5cC6H9O3     C1(CC)CC([O])CC(O[O])C1     ! not enough info to determine structure 
C3H7cC6H9O3     C1(CCC)CC([O])CC(O[O])C1     ! not enough info to determine structure      ! not enough info to determine structure 
C4H9cC6H9O3     C1(CCCC)CC([O])CC(O[O])C1     ! not enough info to determine structure 










